step,reference,input,output
562,-1,-1.8068346675364189,-0.6329311695872358
563,-1,-1.867576753942283,-0.9181152550020054
564,-1,-2.01500189010685,-0.7338827810935854
565,1,-1.8204634684538452,-1.036845650773676
566,1,-1.006416014290915,-0.7676861927107056
567,1,0.008541815564191882,-0.5586506580437137
568,1,0.7807417243387325,0.0430703684506015
569,1,1.2185024310736443,0.5001637242380765
570,1,1.4368793014226275,0.6654830979714481
571,1,1.6211820659373208,0.41435206088721793
572,1,1.8558795290028771,0.6331493258416732
573,1,2.059476555850226,0.7563123413611708
574,1,2.177072477534426,0.8614532523193069
575,-1,1.9760391268028128,0.7330881216966433
576,-1,1.2136773158717795,0.9087903036449897
577,-1,0.2698393857748291,0.11181287088665559
578,-1,-0.35166283887001204,-0.3697231067591381
579,-1,-0.6640860999865047,-0.35337506965170945
580,-1,-0.9418647468578564,-0.2840393775246587
581,-1,-1.2183348939279015,-0.8200424164411166
582,-1,-1.3318674471199023,-1.091270116271833
583,-1,-1.3692428834516535,-0.49714351263557144
584,-1,-1.4978937242812616,-0.8283064997334564
585,-1,-1.6390535078454804,-0.8301241673019917
586,-1,-1.71694971378552,-0.9225657431868347
587,-1,-1.8606898839671484,-0.16427757936132248
588,-1,-2.084038567917128,-1.0927538445566323
589,-1,-2.2344229163597022,-0.5226181157715679
590,-1,-2.3493411936122297,-0.9014271057558141
591,-1,-2.340481136984194,-1.539649175736768
592,-1,-2.1672266324054332,-1.1718710963542842
593,-1,-2.035184579993803,-0.9796207601038646
594,-1,-1.9784686405387037,-1.352939369542315
595,-1,-1.9386904382952106,-0.7691568528466977
596,-1,-1.9821440451383299,-0.8619961034794542
597,-1,-2.0847511513668167,-0.8040716997145841
598,-1,-2.1295746303015495,-1.2354696667016902
599,-1,-2.0187580975717605,-1.4196944458567804
600,1,-1.5312060005458275,-1.2824968551877105
601,1,-0.6064710419290456,-0.5434687762708532
602,1,0.29449473306985396,-0.21508598329191575
