step,reference,input,output
603,1,0.7786995850329814,0.9715414782895895
604,1,0.996165832723457,-0.12385914692194766
605,-1,1.0572223084666628,0.28714006872615405
606,-1,0.6044598861417727,0.5104027337257013
607,-1,-0.15613750922217207,-0.018983148844344558
608,-1,-0.800450891743302,0.14593897805978473
609,-1,-1.2673889325734837,-0.36985854431495346
610,-1,-1.5734524732596253,-0.620949510225905
611,-1,-1.753206252135454,-0.7134324396210684
612,-1,-1.898452544364583,-0.6232809845939143
613,-1,-2.0407710436527964,-0.861700809920264
614,-1,-2.1168086858216064,-1.0063436929787688
615,-1,-2.1199479643995187,-0.9887920520927319
616,-1,-2.1471182667305877,-0.724621846844417
617,-1,-2.255459627658288,-0.7793622399175711
618,-1,-2.3843037093191275,-0.8157351350700912
619,-1,-2.4933628707891424,-0.7664786896713272
620,-1,-2.4949027938643535,-1.5231814605640888
621,-1,-2.3963745648368557,-0.7825180275684772
622,-1,-2.4151893891055214,-0.7316861158962734
623,-1,-2.466609601640102,-1.4369791870411701
624,-1,-2.3441232817416267,-1.3372618360706947
625,-1,-2.067883475085864,-1.759169315257697
626,-1,-1.7657515727260638,-1.2740801278905176
627,-1,-1.6687128329740173,-0.5809153216506998
628,-1,-1.8541474681629206,-0.5106352225305157
629,-1,-2.136343770403793,-0.6036049706853339
630,-1,-2.350141152397606,-0.7184289431802772
631,-1,-2.4830835874990775,-0.7784915995077037
632,-1,-2.6016569991293856,-0.6756721186504407
633,-1,-2.631461447440695,-1.5334711969869617
